Phylum,Sub Phylum,Class,Order,Family,Species,Common Name,C-value,Chrom num,Method,Cell type,Std sp,References,References,References
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea juarezi,Salamander,27.20,26.00,FD,RBC,"XL, V","Sessions, S.K. and J. Kezer (1991). Evolutionary cytogenetics of bolitoglossine salamanders (family Plethodontidae). In: Amphibian Cytogenetics and Evolution, edited by D.M. Green and S.K. Sessions. Academic Press, Sand Diego, CA, pp.89-130.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea leprosa,Salamander,27.80,26.00,FD,RBC,"XL, V","Sessions, S.K. and A. Larson (1987). Developmental correlates of genome size in plethodontid salamanders and their implications for genome evolution. Evolution 41: 1239-1251.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea melanomolga,Salamander,39.70,26.00,FD,RBC,"XL, V","Sessions, S.K. and J. Kezer (1991). Evolutionary cytogenetics of bolitoglossine salamanders (family Plethodontidae). In: Amphibian Cytogenetics and Evolution, edited by D.M. Green and S.K. Sessions. Academic Press, Sand Diego, CA, pp.89-130.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea rex,Salamander,36.90,26.00,FD,RBC,"XL, V","Sessions, S.K. and J. Kezer (1991). Evolutionary cytogenetics of bolitoglossine salamanders (family Plethodontidae). In: Amphibian Cytogenetics and Evolution, edited by D.M. Green and S.K. Sessions. Academic Press, Sand Diego, CA, pp.89-130.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea robertsi,Salamander,52.40,26.00,FD,RBC,"XL, V","Sessions, S.K. and J. Kezer (1991). Evolutionary cytogenetics of bolitoglossine salamanders (family Plethodontidae). In: Amphibian Cytogenetics and Evolution, edited by D.M. Green and S.K. Sessions. Academic Press, Sand Diego, CA, pp.89-130.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudoeurycea smithi,Salamander,40.30,26.00,FD,RBC,"XL, V","Sessions, S.K. and J. Kezer (1991). Evolutionary cytogenetics of bolitoglossine salamanders (family Plethodontidae). In: Amphibian Cytogenetics and Evolution, edited by D.M. Green and S.K. Sessions. Academic Press, Sand Diego, CA, pp.89-130.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton montanus,Mud salamander,23.25,28.00,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton montanus,Mud salamander,23.25,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton montanus,Mud salamander,23.30,,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton ruber,Red salamander,24.34,,FD,RBC,RE,"Olmo, E. (1974). Further data on the genome size in the urodeles. Bollettino di Zoologia 41: 29-33.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton ruber,Red salamander,24.50,28.00,FD,RBC,"RE, HS","Morescalchi, A. and E. Olmo (1974). Sirenids: a family of polyploid urodeles? Experientia 30: 491-492.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton ruber,Red salamander,24.80,28.00,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Pseudotriton ruber,Red salamander,26.50,28.00,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Plethodontidae,Thorius sp.,Salamander,25.20,26.00,FD,RBC,"XL, V","Sessions, S.K. and A. Larson (1987). Developmental correlates of genome size in plethodontid salamanders and their implications for genome evolution. Evolution 41: 1239-1251.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus lewisi,Gulf coast waterdog,120.53,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus lewisi,Gulf coast waterdog,120.60,38.00,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,80.50,,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,82.50,,FD,RBC,NS,"Morescalchi, A. and E. Olmo (1982). Single-copy DNA and vertebrate phylogeny. Cytogenetics and Cell Genetics 34: 93-101.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,82.55,,FD,RBC,V,"Capriglione, T., E. Olmo, B. Odierna, B. Improta, and A. Morescalchi (1987). Cytoflurometric DNA base determination in vertebrate species with different genome sizes. Basic and Applied Histochemistry 31: 119-126.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,82.55,,FD,RBC,RE,"Olmo, E. (1974). Further data on the genome size in the urodeles. Bollettino di Zoologia 41: 29-33.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,88.37,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,90.23,38.00,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus maculosus,Mudpuppy,95.00,,BCA,RBC,NS,"Brown, D.D. and I.B. Dawid (1968). Specific gene amplification in oocytes. Science 160: 272-280.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus punctatus,Dwarf waterdog,119.19,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus punctatus,Dwarf waterdog,119.26,38.00,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Necturus sp.,Waterdog,24.20,,FD,S,GD,"Mirsky, A.E. and H. Ris (1951). The desoxyribonucleic acid content of animal cells and its evolutionary significance. Journal of General Physiology 34: 451-462.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Proteus anguinus,European cave salamander,48.40,,FD,RBC,RE,"Olmo, E. (1974). Further data on the genome size in the urodeles. Bollettino di Zoologia 41: 29-33.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Proteus anguinus,European cave salamander,48.84,38.00,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Proteus anguinus,European cave salamander,48.84,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Proteidae,Proteus anguinus,European cave salamander,51.50,,NS,NS,GD,"Vialli, M. (1957a). Volume et contenu en ADN par noyau. Experimental Cell Research Suppl. 4: 284-293.",,
Chordata,Vertebrata,Amphibia,Urodela,Rhyacotritonidae,Rhyacotriton olympicus,Olympic salamander,62.00,,FD,RBC,XL,"Horner, H.A. and H.C. Macgregor (1983). C value and cell volume: their significance in the evolution and development of amphibians. Journal of Cell Science 63: 135-146.",,
Chordata,Vertebrata,Amphibia,Urodela,Rhyacotritonidae,Rhyacotriton olympicus,Olympic salamander,71.20,26.00,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Chioglossa lusitanica,Gold-striped salamander,29.22,24.00,FCM,RBC,"GD, OM","Lizana, M., R. Márquez, R. Martín-Sánchez, J. Ciudad, A. López, and A. Orfao (2000). Determination of cellular DNA content of Iberian salamanders by flow cytometry. Amphibia-Reptilia 21: 411-418.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Cynops ensicauda popei,Sword-tailed newt,43.70,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Cynops orientalis,Oriental fire-bellied newt,44.27,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Cynops pyrrhogaster,Japanese fire-bellied newt,26.32,,SCF,RBC,HS,"De Smet, W.H.O. (1981). The nuclear Feulgen-DNA content of the vertebrates (especially reptiles), as measured by fluorescence cytophotometry, with notes on the cell and chromosome size. Acta Zoologica et Pathologica Antverpiensia 76: 119-167.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Cynops pyrrhogaster,Japanese fire-bellied newt,37.80,24.00,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Cynops pyrrhogaster,Oriental fire-bellied newt,43.06,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Euproctus asper,Pyrenean brook salamander,27.62,24.00,FCM,RBC,"GD, OM","Lizana, M., R. Márquez, R. Martín-Sánchez, J. Ciudad, A. López, and A. Orfao (2000). Determination of cellular DNA content of Iberian salamanders by flow cytometry. Amphibia-Reptilia 21: 411-418.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Euproctus montanus,Pyrenean mountain salamander,23.10,24.00,FD,RBC,V,"Capriglione, T., E. Olmo, B. Odierna, B. Improta, and A. Morescalchi (1987). Cytoflurometric DNA base determination in vertebrate species with different genome sizes. Basic and Applied Histochemistry 31: 119-126.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton boscai,Bosca's newt,32.76,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton helveticus,Palmate newt,28.93,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton montandoni,Carpathian newt,29.82,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris ampelensis,Smooth newt,29.30,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris graecus,Smooth newt,31.15,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris kosswigi,Smooth newt,31.33,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris lantzi,Smooth newt,31.49,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris schmidtelrorum,Smooth newt,30.00,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Lissotriton vulgaris vulgaris,Smooth newt,28.36,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Mesotriton alpestris alpestris,Alpine newt,29.88,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Mesotriton alpestris montenegrinus,Alpine newt,29.75,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Mesotriton alpestris serdarus,Alpine newt,29.76,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Neurergus crocatus,Newt,34.97,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Neurergus kaiseri,Newt,37.98,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Neurergus strauchi,Salamander,25.67,,FIA,RBC,AJ,"Mueller, R.L., T.R. Gregory, S.M. Gregory, A. Hsieh, and J.L. Boore (2008). Genome size, cell size, and the evolution of enucleated erythocytes in attenuate salamanders. Zoology 111: 218-230.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,30.03,,FIA,RBC,AJ,"Mueller, R.L., T.R. Gregory, S.M. Gregory, A. Hsieh, and J.L. Boore (2008). Genome size, cell size, and the evolution of enucleated erythocytes in attenuate salamanders. Zoology 111: 218-230.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,34.79,,FD,RBC,RE,"Olmo, E. (1974). Further data on the genome size in the urodeles. Bollettino di Zoologia 41: 29-33.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,34.80,,FCM,RBC,AL,"Licht, L.E. and L.A. Lowcock (1991). Genome size and metabolic rate in salamanders. Comparative Biochemistry and Physiology 100B: 83-92.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,35.00,,FCM,RBC,"HS, RT","Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,35.00,,FCM,RBC,"GD, HS, V","Tiersch, T.R. and R.W. Chandler (1989). Chicken erythrocytes as an internal reference for analysis of DNA content by flow cytometry in grass carp. Transactions of the American Fisheries Society 118: 713-717.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,38.00,,FD,RBC,XL,"Horner, H.A. and H.C. Macgregor (1983). C value and cell volume: their significance in the evolution and development of amphibians. Journal of Cell Science 63: 135-146.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,38.93,,FD,RBC,RP,"Sexsmith, L.E. (1968). DNA values and karyotypes of amphibians. Ph.D. Thesis, Department of Botany, University of Toronto, Toronto.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,39.25,,FCM,RBC,PW,"Litvinchuk, S.N., J.M. Rosanov, and L.J. Borkin (2007). Correlations of geographic distriibution and temperature of embryonic development with the nuclear DNA content in the Salamandridae (Urodela, Amphibia). Genome 50: 333-342.",,
Chordata,Vertebrata,Amphibia,Urodela,Salamandridae,Notophthalmus viridescens,Red-spotted newt,41.83,,FD,RBC,"RE, HS","Olmo, E. (1973). Quantitative variations in the nuclear DNA and phylogenesis of the Amphibia. Caryologia 26: 43-68.",,
